,Unnamed: 0,id,user_name,user_location,user_description,user_created,user_followers,date,text,favorites,retweets,is_retweet,category
10,10,1352580020569575424,MeIAmBen1,,#Nonewnormal #Novaccine #IDoNotConsent,2020-12-08 07:31:34,562,2021-01-22 11:33:01,"So I’m happy to debate with people but when they get personal I’m going to block, last night I was basically ripped… https://t.co/f0FidTpfDp",11,1,True,Negative
11,11,1352576763549908994,OldCrow36721803,,Crow knows.We wait with hidden knowledge until The Great Spirit calls upon us to heal mankind.This is our purpose. Annishinabwae,2020-04-06 10:59:50,1841,2021-01-22 11:20:04,"@BorisJohnson @MattHancock @10DowningStreet  @BBCWorld @NHSConfed 

#IDoNotConsent 
COVID IS A COVER UP!
THEY WILL… https://t.co/hAF53xKWyO",0,0,False,Negative
12,12,1352564339329392641,AngelHCaldwell1,"Walnutport, PA","💝Wife, Mother, Christian ✝️, L❤️VE 🇺🇸and 🇭🇺. #80sgirl I follow back most 😘",2013-10-29 05:38:10,1273,2021-01-22 10:30:42,"WATCH this guys video! .... https://t.co/GOr3nKGOii 

#OLDnormalNOTnew #IDONOTCONSENT #MyBodyMyChoiceFLIPPED… https://t.co/Oz7jncU3Gl",0,0,False,Negative
13,13,1352552131203657729,tolloc_maire,,,2018-05-11 08:37:06,14,2021-01-22 09:42:11,"@BorisJohnson @CMO_England @uksciencechief #JonathanVanTam The world is waking up &amp; fighting back.

#WakeUpPeople… https://t.co/pqTYSLciUY",1,0,False,Negative
14,14,1352539517614493696,lostcreatives1,Scotland ,Behind the scenes and on set with the Lost Creative Team #KBF,2019-08-29 13:22:50,933,2021-01-22 08:52:04,"@pritipatel rules, not laws.  2-tier policing, violation of human rights, fraud, the Nurenberg code is being violat… https://t.co/mgT9invvyV",5,1,True,Negative
15,15,1352506303718039552,AliveAwakeReal,UK ,"🇦🇺 🇬🇧 Doing my best to shine a light on The Truth🔥Known as Mumma 🐻 & Earth 👼 Lighting the way with Love 💗Warrior Heart. Forgiving Spirit, mostly 🐻 ✨💗",2015-10-09 20:09:03,364,2021-01-22 06:40:05,"Fear
Always fear
It’s the governments weapon against us

#IDoNotConsent https://t.co/qIl6voTZTh",1,0,False,Negative
16,16,1352438185121488896,tinwisc,"Mount Pleasant, WI","Mother to 2 Intl adopted kids, 2 dogs, cat, pain patient.",2011-10-23 04:00:50,744,2021-01-22 02:09:25,"RT @AliveAwakeReal: Oh if only people could put the pieces together. 
It doesn’t afford ‘immunity’. It doesn’t negate the need for masks or…",0,1,True,Negative
17,17,1352438126376071170,tinwisc,"Mount Pleasant, WI","Mother to 2 Intl adopted kids, 2 dogs, cat, pain patient.",2011-10-23 04:00:50,744,2021-01-22 02:09:11,RT @MeIAmBen1: When are the funeral homes going to become overwhelmed? When are the waiting list for funerals going to begin? Asking for a…,0,16,True,Negative
18,18,1352433657089286144,tinwisc,"Mount Pleasant, WI","Mother to 2 Intl adopted kids, 2 dogs, cat, pain patient.",2011-10-23 04:00:50,744,2021-01-22 01:51:25,RT @Asundancemedia: #IDONOTCONSENT to false claims being made against my Person. I categorically state that all false and defamatory allega…,0,1,True,Negative
19,19,1352433461785731073,tinwisc,"Mount Pleasant, WI","Mother to 2 Intl adopted kids, 2 dogs, cat, pain patient.",2011-10-23 04:00:50,744,2021-01-22 01:50:38,"RT @MeIAmBen1: Anyone else done, over it, f****d off, had enough, I use to live, I now just exist, the wine is more inviting then ever befo…",0,1,True,Negative
20,20,1352431518342373380,tinwisc,"Mount Pleasant, WI","Mother to 2 Intl adopted kids, 2 dogs, cat, pain patient.",2011-10-23 04:00:50,744,2021-01-22 01:42:55,Me too. Someone who values liberty over life #idonotconsent https://t.co/aFoUH2L6e9,1,0,False,Negative
21,21,1352431150992601093,tinwisc,"Mount Pleasant, WI","Mother to 2 Intl adopted kids, 2 dogs, cat, pain patient.",2011-10-23 04:00:50,744,2021-01-22 01:41:28,"RT @Cagsil: Now would be extremely helpful to the rest of us. Just to let you know. No pressure, but a decision will come soon.

#Resist Ty…",0,4,True,Negative
22,22,1352431084357775360,tinwisc,"Mount Pleasant, WI","Mother to 2 Intl adopted kids, 2 dogs, cat, pain patient.",2011-10-23 04:00:50,744,2021-01-22 01:41:12,"RT @WeWillBeFree82: The only way this ends is when you stop complying. It’s that simple.
Stop wearing a mask.
Stop anti-social distancing.…",0,56,True,Negative
23,23,1352395526130593795,Naomi87918345,"England, United Kingdom",Family is life. Follow 17 live a safe but happy life x,2020-03-22 09:18:25,170,2021-01-21 23:19:54,"RT @MeIAmBen1: It’s the 21/1/21 and I don’t know who needs to hear it, but Covid is still a scam #coronavirus #COVID19 #IDoNotConsent #scam",0,1,True,Negative
24,24,1352381030922072064,Cagsil,USA,"Knowledge, Experience & Wisdom Is Shared. It's Known Universal Knowledge & Truth Exists. #Cagsil #EqualRights #Advocate #Activist #Consciousness",2010-02-25 02:10:51,6333,2021-01-21 22:22:18,"Now would be extremely helpful to the rest of us. Just to let you know. No pressure, but a decision will come soon.… https://t.co/SVgiUWcviD",6,4,True,Negative
25,25,1352377033951744005,SasTrendy,,"I am an #empath 🔮🌌 I produce #Beats 🎵🎶 #Producer,  Fibromyalgia, DDD, love creating clothing & toys with my hands & photography &  my eyes/soul",2019-12-23 22:39:46,921,2021-01-21 22:06:25,@moondoggsikes80 They will not because #IDoNotConsent and #wedonotconsent but they WILL try!!,2,0,False,Negative
26,26,1352372846538928128,trippin_free,Astral Realm ,"❌🎯🆘👀The human mind can only stand so much all the truth in the world adds up to one big lie❌
#TargetedIndividuals #Gangstalking #BAN5G #OpenYourMind #NWO ⚠️",2019-07-20 20:01:26,12198,2021-01-21 21:49:47,"RT @trippin_free: #Distophia #Future
#FuckThe33 #FuckTheNewWorld
#idonotconsent neither should anyone. You are giving up ur #FreeWill This…",0,7,True,Negative
27,27,1352372029475983361,TimesAreStrang5,Astral Realm ,"🆘🎯👀❌An Infinite Spiritual Being, that likes to play with fire🔥❌#Gangstalking  #SpiritualWarfare #TargetedIndividuals #Remoteviewing #BAN5G #NWO ⚠️",2019-08-24 06:55:48,4641,2021-01-21 21:46:32,"RT @trippin_free: #Distophia #Future
#FuckThe33 #FuckTheNewWorld
#idonotconsent neither should anyone. You are giving up ur #FreeWill This…",0,7,True,Negative
28,28,1352370513503522819,trippin_free,Astral Realm ,"❌🎯🆘👀The human mind can only stand so much all the truth in the world adds up to one big lie❌
#TargetedIndividuals #Gangstalking #BAN5G #OpenYourMind #NWO ⚠️",2019-07-20 20:01:26,12198,2021-01-21 21:40:30,"#Distophia #Future
#FuckThe33 #FuckTheNewWorld
#idonotconsent neither should anyone. You are giving up ur #FreeWill… https://t.co/3vS7hZJ1Ns",15,7,True,Negative
29,29,1352355212275679233,lostcreatives1,Scotland ,Behind the scenes and on set with the Lost Creative Team #KBF,2019-08-29 13:22:50,933,2021-01-21 20:39:42,"@talkRADIO two-tier policing, she can barely do her job as it stands and has crippled the ability of the police to… https://t.co/RUmju1v4Au",0,0,False,Negative
30,30,1352350343112359960,Photogirl04,Herefordshire,🙂Hard working. Kind hearted. Often underestimated. Pissed and perplexed #kbf #nonewnormal 🙂,2009-06-24 10:02:00,1031,2021-01-21 20:20:21,Oh piss off #IDoNotConsent https://t.co/NnDDNM7zUm,2,0,False,Negative
31,31,1352350174732021761,CommonS80948569,"London, England","Anti ‘woke’ freedom-loving liberal, no knee, no muzzle. I'll follow back anyone remotely sensible.",2020-06-19 10:39:57,524,2021-01-21 20:19:41,@MartinDaubney There will be no end until we say so. Becoming clearer by the day that they have no intention of eve… https://t.co/RcChQTFWqD,6,0,False,Negative
32,32,1352345180846874630,ThedFrom,,I like beer and fishing. Don't have time for dipsticks,2020-04-27 12:03:30,614,2021-01-21 19:59:51,"RT @lostcreatives1: @BorisJohnson @karenlondon9930 fraud.  ""jab by jab,"" what are we 5?  we elected you, you are a public servant try remem…",0,2,True,Negative
33,33,1352341798748893187,BrendaHulse,Wirral northwest England,I'm an ex police sgt  my views are my own. #Thinblueline #protectourpolice,2012-11-20 15:16:28,3190,2021-01-21 19:46:24,"RT @lostcreatives1: @BorisJohnson @karenlondon9930 fraud.  ""jab by jab,"" what are we 5?  we elected you, you are a public servant try remem…",0,2,True,Negative
34,34,1352341669937618949,lostcreatives1,Scotland ,Behind the scenes and on set with the Lost Creative Team #KBF,2019-08-29 13:22:50,933,2021-01-21 19:45:54,"@BorisJohnson @karenlondon9930 fraud.  ""jab by jab,"" what are we 5?  we elected you, you are a public servant try r… https://t.co/X2aSctIxZf",3,2,True,Negative
35,35,1352307255702675461,MeIAmBen1,,#Nonewnormal #Novaccine #IDoNotConsent,2020-12-08 07:31:34,562,2021-01-21 17:29:09,"Anyone else done, over it, f****d off, had enough, I use to live, I now just exist, the wine is more inviting then… https://t.co/dIuIH3ML2H",9,1,True,Negative
36,36,1352304566637883393,Asundancemedia,,The Official Account of Asundance Media and the #SEEDLOVE campaign. Follow The Healing Journey @melissasmedicine ♥️🇺🇸🕊🌲#LIVEFREE #LOVENH,2020-05-03 12:19:29,13,2021-01-21 17:18:27,#IDONOTCONSENT to false claims being made against my Person. I categorically state that all false and defamatory al… https://t.co/7QQlVARw05,1,1,True,Negative
37,37,1352288781886513156,lostcreatives1,Scotland ,Behind the scenes and on set with the Lost Creative Team #KBF,2019-08-29 13:22:50,933,2021-01-21 16:15:44,@PoliticsForAlI @spectator no social distancing and no masks but we all have to comply?  #Idonotconsent,1,0,False,Negative
38,38,1352210542082068481,MeIAmBen1,,#Nonewnormal #Novaccine #IDoNotConsent,2020-12-08 07:31:34,562,2021-01-21 11:04:50,"It’s the 21/1/21 and I don’t know who needs to hear it, but Covid is still a scam #coronavirus #COVID19 #IDoNotConsent #scam",7,1,True,Negative
39,39,1352183729834373122,Alam981Alam,Leicestershire / Poole,,2014-09-29 11:40:25,961,2021-01-21 09:18:18,RT @UnwokenMan: @pritipatel You sort the border chaos and farcical channel situation and I'll make health care decisions for myself thank y…,0,4,True,Negative
40,40,1352139213031018497,CurwoodColin,,"Pro Democracy, pro freedom and pro free speech.",2021-01-02 06:09:34,15,2021-01-21 06:21:24,@NeilClark66 @Carolin70231024 What’s absurd is people allowing it. #IDoNotConsent,1,0,False,Negative
41,41,1352053157111730177,KatrinaBrett2,,Doh !!!!,2020-06-17 10:28:30,166,2021-01-21 00:39:27,"RT @WayneMo18011749: @DavidDavisMP @HouseofCommons How about our civil liberties?

Where is the Government's Lockdown Economic Impact Asses…",0,17,True,Negative
42,42,1352051893204373504,Anthony90263580,,"My unique life experiences, and the need to question and analyze everything that goes on around me. I hold degrees in Biomedical/Health Sciences/Medicine.",2020-09-27 11:01:17,61,2021-01-21 00:34:25,"RT @UnwokenMan: Just to be 100% clear I'm not anti-vax, nor do I spread falsehoods about vaccines, However, I 100% believe in my body, my c…",0,3,True,Negative
43,43,1352044724635508737,LEVEL_13,"Philadelphia, PA","Producer, Dad, beer connoisseur, libertarian / voluntaryist, foodie. Credits: KGR, Method Man, Sheek Louch, Billy Danze, Uncle Murda, Chino XL, Kuniva & Swifty",2009-04-25 23:42:18,3511,2021-01-21 00:05:56,"taxed: @TheFreeThought2 

#notmypresidentever #notmypresident #libertarian #ancap #voluntaryism #agorism… https://t.co/rTlUafZUNq",2,0,False,Negative
44,44,1352028336902582272,DaveJac37675841,,ONLY TRUTH,2020-12-14 21:59:50,51,2021-01-20 23:00:49,RT @MeIAmBen1: When are the funeral homes going to become overwhelmed? When are the waiting list for funerals going to begin? Asking for a…,0,16,True,Negative
45,45,1352016545422176256,VolvoMan17,,Volvo Driver and Father - Kent/USA,2019-01-06 17:21:10,2566,2021-01-20 22:13:58,"RT @lostcreatives1: @pritipatel so now you in support of a vax with no liability for a virus with a 99% survival rate, my body my choice is…",0,1,True,Negative
46,46,1352012043570831368,tonx10,,"Patriot 1st. Hate the Eu. Love Europe. And, now I'm awake! #forbritain @ForBritainParty ExRAF",2010-12-06 17:21:48,2218,2021-01-20 21:56:05,RT @UnwokenMan: @pritipatel You sort the border chaos and farcical channel situation and I'll make health care decisions for myself thank y…,0,4,True,Negative
47,47,1352007788650704898,BeverlyDaubney,Dorset,"Proud to be British, Love my hometown Dorchester, Stroke survivor, Cancer survivor & RA Warrior",2012-07-07 11:37:18,822,2021-01-20 21:39:10,RT @UnwokenMan: @pritipatel You sort the border chaos and farcical channel situation and I'll make health care decisions for myself thank y…,0,4,True,Negative
48,48,1352001202763026436,LondonLass9,London,"Conscientious objector
Looking for answers ...",2019-03-27 18:54:12,1426,2021-01-20 21:13:00,RT @MeIAmBen1: When are the funeral homes going to become overwhelmed? When are the waiting list for funerals going to begin? Asking for a…,0,16,True,Negative
49,49,1352000987276464129,MiniMadelaine,Utah,The Truth Shall Out,2020-08-20 12:37:07,105,2021-01-20 21:12:08,RT @MeIAmBen1: When are the funeral homes going to become overwhelmed? When are the waiting list for funerals going to begin? Asking for a…,0,16,True,Negative
50,50,1352000629774966785,ami2795,,"Scarbro',Queen,Freddie Mercury, snow, DogsTrust, ghost stories, Spaniels, Lake District, sitcoms, dogs, Ricky Gervais ♥animal welfare♥ HATE any cruelty.",2014-12-28 22:26:42,384,2021-01-20 21:10:43,"RT @UnwokenMan: Just to be 100% clear I'm not anti-vax, nor do I spread falsehoods about vaccines, However, I 100% believe in my body, my c…",0,3,True,Negative
51,51,1351999358464634883,pjackpj,,,2013-02-19 22:36:43,411,2021-01-20 21:05:40,RT @MeIAmBen1: When are the funeral homes going to become overwhelmed? When are the waiting list for funerals going to begin? Asking for a…,0,16,True,Negative
52,52,1351999110778380288,Jan_S_B_459,Engand,"female, married with 3 daughters. Retweets are not always endorsements. Do not add me to lists or you will be blocked. No DMs please.",2011-04-01 22:41:42,5060,2021-01-20 21:04:41,RT @UnwokenMan: @pritipatel You sort the border chaos and farcical channel situation and I'll make health care decisions for myself thank y…,0,4,True,Negative
53,53,1351997770702467072,Cadisbikes,"Cadishead, Manchester","Used to be a motorcycle garage in Cadishead run by Alan & Emma. Love working on bikes, riding bikes & watching bikes racing! Tweets are by Emma",2013-01-04 10:20:50,844,2021-01-20 20:59:22,"RT @UnwokenMan: Just to be 100% clear I'm not anti-vax, nor do I spread falsehoods about vaccines, However, I 100% believe in my body, my c…",0,3,True,Negative
54,54,1351996477564968960,Una12345678H,IRELAND AND SPAIN.,"COVID IS A PSYOP.
GLOBAL WARMING IS A HOAX.
NO TO N.W.O.
NO RESET.
NOT ANTI VAX PRO SAFE EFFECTIVE HEALTH CARE. VIT D.😎 A FOLLOW IS NOT AN ENDORSEMENT.GEN X.",2020-04-22 20:26:18,1199,2021-01-20 20:54:13,RT @MeIAmBen1: When are the funeral homes going to become overwhelmed? When are the waiting list for funerals going to begin? Asking for a…,0,16,True,Negative
55,55,1351996136341565445,UnwokenMan,Adrift in the cosmos,"Not always angry, mostly just pissed off! You can disagree with me, but I'm always right!😉 anti-woke straight up bloke.  #KBF",2020-09-30 20:54:57,2121,2021-01-20 20:52:52,"Just to be 100% clear I'm not anti-vax, nor do I spread falsehoods about vaccines, However, I 100% believe in my bo… https://t.co/X4LJLVZlfH",30,3,True,Negative
56,56,1351995368477749250,UnwokenMan,Adrift in the cosmos,"Not always angry, mostly just pissed off! You can disagree with me, but I'm always right!😉 anti-woke straight up bloke.  #KBF",2020-09-30 20:54:57,2121,2021-01-20 20:49:49,@pritipatel You sort the border chaos and farcical channel situation and I'll make health care decisions for myself… https://t.co/kc7Nq8m8IE,18,4,True,Negative
57,57,1351987149181251584,Cagsil,USA,"Knowledge, Experience & Wisdom Is Shared. It's Known Universal Knowledge & Truth Exists. #Cagsil #EqualRights #Advocate #Activist #Consciousness",2010-02-25 02:10:51,6333,2021-01-20 20:17:09,"RT @Cagsil: Now would be extremely helpful to the rest of us. Just to let you know. No pressure, but a decision will come soon.

#Resist Ty…",0,4,True,Negative
58,58,1351987071590821900,lostcreatives1,Scotland ,Behind the scenes and on set with the Lost Creative Team #KBF,2019-08-29 13:22:50,933,2021-01-20 20:16:51,@Conservatives @Jonik32352469 @BorisJohnson what is the obsession with a vaccine when the virus has a 99% survival… https://t.co/GFoVjvRRNt,1,0,False,Negative
59,59,1351968293591126023,lostcreatives1,Scotland ,Behind the scenes and on set with the Lost Creative Team #KBF,2019-08-29 13:22:50,933,2021-01-20 19:02:14,"@pritipatel so now you in support of a vax with no liability for a virus with a 99% survival rate, my body my choic… https://t.co/poel9C2b3o",3,1,True,Negative
60,60,1351947560835969024,BitchyLiberty,Clown World,Constitutionalist. Logophile. Cat Rescuer. (Fix your pets!) Happily Married for 25 years. Adapt or Die. pronouns: para/bellum @BitchyLiberty on Gab,2011-01-28 22:05:41,1525,2021-01-20 17:39:51,@HonkSJ I still prefer #IDoNotConsent It sounds less like toddlers pitching a fit.,2,0,False,Negative
61,61,1351939319733366784,cavagan,"OKC, OK",,2008-04-14 17:54:21,101,2021-01-20 17:07:06,"The Declaration of Independence says, “Governments are instituted among Men, deriving their just powers from the co… https://t.co/sCIaQmy44A",1,0,False,Negative
62,62,1351923738695110664,ShaliniVarma11,Mad world,"Crazy chica. Loves: tea, fizz massive fan of #Endeavour #Minions  Love #daschunds 🐶😃 NO NEW NORMAL",2017-04-28 05:21:53,280,2021-01-20 16:05:11,RT @Sack_SAGE: Get fckd. We will fight this every step of the way. #IDoNotConsent,0,7,True,Negative
63,63,1351922477216260099,HousesSilver,,"British Liberal/ Libertarian
Devonian Squire
Lockdowns kill
Reject Bad Science 
Bring back the Smile 🙂
Mental Health matters
Freedom is Absolute",2020-09-25 17:38:57,592,2021-01-20 16:00:10,RT @Sack_SAGE: Get fckd. We will fight this every step of the way. #IDoNotConsent https://t.co/pLP7jneb23,0,7,True,Negative
64,64,1351922173481537536,SimonYstwyth,,"#KBF Committed to democracy, freedom of speech, no rights without responsibilities, Grecophile, laughter, wine & sunshine.",2020-04-11 04:38:41,1480,2021-01-20 15:58:58,RT @Sack_SAGE: Get fckd. We will fight this every step of the way. #IDoNotConsent https://t.co/pLP7jneb23,0,7,True,Negative
65,65,1351921738293145602,getmadnetwork,,,2018-05-30 12:47:42,133,2021-01-20 15:57:14,RT @Sack_SAGE: Get fckd. We will fight this every step of the way. #IDoNotConsent https://t.co/pLP7jneb23,0,7,True,Negative
66,66,1351921299275227137,mwmjenard,Otw to be infected,"Nauubusan nako ng pasensya a

Parler & Gab: mgawalangmagawa",2019-07-25 06:55:01,146,2021-01-20 15:55:29,RT @Sack_SAGE: Get fckd. We will fight this every step of the way. #IDoNotConsent https://t.co/pLP7jneb23,0,7,True,Negative
67,67,1351920734558449666,Sack_SAGE,Academic gulag of the UKSSR,"Fully automated luxury freedom. Libertarian. #SackWhitty #SackVallance, #SackSAGE #endlockdowns #nonewnormal 
@SackSAGE on Parler",2019-03-03 15:06:32,3172,2021-01-20 15:53:15,Get fckd. We will fight this every step of the way. #IDoNotConsent https://t.co/pLP7jneb23,20,7,True,Negative
68,68,1351919094480723982,tronderman,,,2018-09-14 13:49:47,120,2021-01-20 15:46:44,"RT @WayneMo18011749: @DavidDavisMP @HouseofCommons How about our civil liberties?

Where is the Government's Lockdown Economic Impact Asses…",0,17,True,Negative
69,69,1351912805671325699,DeniseVFriend,"Brighton, England",,2018-08-12 13:44:39,81,2021-01-20 15:21:44,"@NeilDotObrien Since when are you qualified to decide what a pandemic is?

Dr Clare Craig is not the only Doctor or… https://t.co/3VyYuzd0qC",3,0,False,Negative
70,70,1351898160441024512,telfordvillan,,"Veteran and proud of it - certa cito
Re-tweets are not endorsements
#ivermectin
The only thing necessary for the triumph of evil is for good men to do nothing",2009-05-25 14:55:43,190,2021-01-20 14:23:33,"RT @AliveAwakeReal: What
The
Actual
F*CK !?!

Are you ok with this? 

People being spied on for simply living life now. 

#Melbourne

I des…",0,2,True,Negative
71,71,1351893772477542407,BeverlyDaubney,Dorset,"Proud to be British, Love my hometown Dorchester, Stroke survivor, Cancer survivor & RA Warrior",2012-07-07 11:37:18,822,2021-01-20 14:06:06,RT @MeIAmBen1: When are the funeral homes going to become overwhelmed? When are the waiting list for funerals going to begin? Asking for a…,0,16,True,Negative
72,72,1351887641806065667,gezpalmer2,"England, United Kingdom","@KBF supporter.
 
The two most important days of your life are the day you were born and the day you find out why.",2020-06-09 06:04:28,111,2021-01-20 13:41:45,RT @MeIAmBen1: When are the funeral homes going to become overwhelmed? When are the waiting list for funerals going to begin? Asking for a…,0,16,True,Negative
73,73,1351885146216144896,mijulieack,"England, United Kingdom",🙂,2012-12-26 17:41:43,53,2021-01-20 13:31:50,RT @MeIAmBen1: When are the funeral homes going to become overwhelmed? When are the waiting list for funerals going to begin? Asking for a…,0,16,True,Negative
74,74,1351884354734215169,neilrobi66,Cape Town ,Libertarian. Belief in freedom & Democracy. Father. Husband.  Humble businessman.,2013-04-23 11:50:14,127,2021-01-20 13:28:41,RT @MeIAmBen1: When are the funeral homes going to become overwhelmed? When are the waiting list for funerals going to begin? Asking for a…,0,16,True,Negative
75,75,1351867399956529154,saaszct,United Kingdom,"No to globalism, no to agenda 21, no to vaccines. Open up, stand up, fight back for our freedom, it is ours to keep not theirs to take.",2018-04-22 14:40:31,1283,2021-01-20 12:21:19,RT @MeIAmBen1: When are the funeral homes going to become overwhelmed? When are the waiting list for funerals going to begin? Asking for a…,0,16,True,Negative
76,76,1351866898250686465,worldtreeman,uk,imbibing Prana whilst walking in nature thinking about stuff ........,2009-10-26 20:01:11,4882,2021-01-20 12:19:19,"RT @porkydawky: @worldtreeman @EmmaAyeKumi @citylad60 @janekin24 Me too. Organise. 

#Idonotconsent",0,1,True,Negative
77,77,1351865844272345092,Christi75367510,"North West, England","Northern Lass, follow NO religion, animal lover, married. POLITICALLY HOMELESS LIVING ON PRISON PLANET. #NoMasks #NoNewNormal @ChrisKiwiPom on GAB",2017-10-24 07:16:17,3960,2021-01-20 12:15:08,RT @MeIAmBen1: When are the funeral homes going to become overwhelmed? When are the waiting list for funerals going to begin? Asking for a…,0,16,True,Negative
78,78,1351865548775301121,SteveG06322664,"Scotland, United Kingdom","Waiting for the world to get back to normal so that I can enjoy my usual pastimes - Travel, walking, beer.",2020-04-09 15:15:45,1593,2021-01-20 12:13:57,RT @MeIAmBen1: When are the funeral homes going to become overwhelmed? When are the waiting list for funerals going to begin? Asking for a…,0,16,True,Negative
79,79,1351862866001997827,AliveAwakeReal,UK ,"🇦🇺 🇬🇧 Doing my best to shine a light on The Truth🔥Known as Mumma 🐻 & Earth 👼 Lighting the way with Love 💗Warrior Heart. Forgiving Spirit, mostly 🐻 ✨💗",2015-10-09 20:09:03,364,2021-01-20 12:03:18,"What
The
Actual
F*CK !?!

Are you ok with this? 

People being spied on for simply living life now. 

#Melbourne

I… https://t.co/k1p1PY24l2",4,2,True,Negative
80,80,1351861765156593666,woodsharp,"Sheffield, England","Save our NHS Dental Care #saveoursmiles & GP service 
Say NO to #nhsprivatisation 
""Keep Britain Free"" #kbf",2010-03-09 21:36:54,2580,2021-01-20 11:58:55,RT @MeIAmBen1: When are the funeral homes going to become overwhelmed? When are the waiting list for funerals going to begin? Asking for a…,0,16,True,Negative
81,81,1351859066126151680,fourteenred32,Northampton UK,If it doesn't make sense - question it - do some research you will surprised what you will uncover.  RT not an endorsement.  No DMs please.,2017-03-24 20:10:47,312,2021-01-20 11:48:12,RT @MeIAmBen1: When are the funeral homes going to become overwhelmed? When are the waiting list for funerals going to begin? Asking for a…,0,16,True,Negative
82,82,1351858596552781825,DeniseVFriend,"Brighton, England",,2018-08-12 13:44:39,81,2021-01-20 11:46:20,"@northerness @Stat_O_Guy I daren't go to the supermarket - just using local shops where there is no mask issue and no drama.

#IDoNotConsent",2,0,False,Negative
83,83,1351856265228656642,MeIAmBen1,,#Nonewnormal #Novaccine #IDoNotConsent,2020-12-08 07:31:34,562,2021-01-20 11:37:04,When are the funeral homes going to become overwhelmed? When are the waiting list for funerals going to begin? Aski… https://t.co/WEKfP7euDr,52,16,True,Negative
84,84,1351852836695515139,porkydawky,Botswana,Owner of the Black Fingernail,2010-03-15 19:46:19,561,2021-01-20 11:23:27,"@worldtreeman @EmmaAyeKumi @citylad60 @janekin24 Me too. Organise. 

#Idonotconsent",1,1,True,Negative
