,Unnamed: 0,id,user_name,user_location,user_description,user_created,user_followers,date,text,favorites,retweets,is_retweet,category
15,15,1361746261234372620,DeniseVFriend,"Brighton, England",,2018-08-12 13:44:39,86,2021-02-16 18:36:23,"The cops are literally out of control.
It's people having some fun, they're not hurting anyone.
Calm the fcuk down… https://t.co/IDzDvIBMOP",0,0,False,Negative
16,16,1361745788628590593,DeniseVFriend,"Brighton, England",,2018-08-12 13:44:39,86,2021-02-16 18:34:30,"@northerness Fabulous. I hope they had a great night.

#IDoNotConsent",0,0,False,Negative
17,17,1361742373177470980,DeniseVFriend,"Brighton, England",,2018-08-12 13:44:39,86,2021-02-16 18:20:56,"@sallywilts That is funny. I hoped you stopped breathing whilst you did so.

#IDoNotConsent",0,0,False,Negative
18,18,1361742017466953731,DeniseVFriend,"Brighton, England",,2018-08-12 13:44:39,86,2021-02-16 18:19:31,"@gerrard1212 Actually, there are many people not working including me! And those that work in:
Hospitality 
Small s… https://t.co/EMC3N3FlfO",3,0,False,Negative
19,19,1361736528762986501,bodybootcampltd,Yorkshire and The Humber,Providing a training solution for the time strapped! Inspiration motivation I offer the complete package including mindset as well a dietary advice!,2015-08-17 07:58:20,225,2021-02-16 17:57:42,What the hell?!! It would appear @BorisJohnson we are not that far off these ID cards with all this talk of Health… https://t.co/5iznVBn2vs,0,0,False,Negative
20,20,1361709292794044418,e8eb68c7b847434,"South East, England",Love animals and genuine and honest people. Compassion is King,2015-02-01 19:30:21,148,2021-02-16 16:09:29,"RT @KinnonJohn1: Is it still a ""conspiracy theory"" even when it's on the government website?
#GreatReset #corruption #government #DARETOTHI…",0,84,True,Negative
21,21,1361696098562228225,lostcreatives1,Scotland ,Behind the scenes and on set with the Lost Creative Team #KBF,2019-08-29 13:22:50,1179,2021-02-16 15:17:03,@pritipatel @WMPolice enforcing rules while ignoring the law. you are a joke.  #Idonotconsent #jailpriti,4,0,False,Negative
22,22,1361691747454128131,erikanada88,,,2020-11-29 01:20:33,8,2021-02-16 14:59:46,"RT @KinnonJohn1: Is it still a ""conspiracy theory"" even when it's on the government website?
#GreatReset #corruption #government #DARETOTHI…",0,84,True,Negative
23,23,1361688030826872832,TRUTH__MTTERS,"BOSTON,MASSACHUSETTS",(Seek Truth/Not slavery)YOU CAN Find me at #TruthersLand JEW TUBE I MEAN YouTube MUCH LOVE TO YOU ALL KEEP THIS FIGHT GOING AND SPREAD THE TRUTH FAR & WIDE.,2019-06-02 11:36:57,222,2021-02-16 14:45:00,"RT @KinnonJohn1: Is it still a ""conspiracy theory"" even when it's on the government website?
#GreatReset #corruption #government #DARETOTHI…",0,84,True,Negative
24,24,1361686432713162753,jonnyrocco1,"Santa Cruz de Tenerife, Spain","former pro fighter 15-2
fitness coach 
motivator
boxersise expert 
contact me for more info
📞07709257820
son of wrestling legend mark rollerball Rocco R.I.P",2011-02-02 17:49:24,1057,2021-02-16 14:38:39,"RT @KinnonJohn1: Is it still a ""conspiracy theory"" even when it's on the government website?
#GreatReset #corruption #government #DARETOTHI…",0,84,True,Negative
25,25,1361680622083858438,AnjanDhillon,,"Common citizen, simple living, healthy diet of veggies-fruits, deep research on things that affect our lives.",2020-08-12 02:05:26,5,2021-02-16 14:15:33,"RT @KinnonJohn1: Is it still a ""conspiracy theory"" even when it's on the government website?
#GreatReset #corruption #government #DARETOTHI…",0,84,True,Negative
26,26,1361680450419191808,squeezeXRP,,,2019-05-21 13:58:17,872,2021-02-16 14:14:52,"RT @KinnonJohn1: Is it still a ""conspiracy theory"" even when it's on the government website?
#GreatReset #corruption #government #DARETOTHI…",0,84,True,Negative
27,27,1361677887905095683,KinnonJohn1,Glasgow ,,2011-11-20 17:11:35,131,2021-02-16 14:04:41,"Again, it's on the government website, its no longer a conspiracy and It now affects every living man/woman in this… https://t.co/60rcEfaCyQ",0,0,False,Negative
28,28,1361673479439982592,whereIgoOne,"Liverpool, England","#QuestionEverything  




#KnowledgeIsPower",2020-04-07 21:12:38,1701,2021-02-16 13:47:10,"RT @KinnonJohn1: Is it still a ""conspiracy theory"" even when it's on the government website?
#GreatReset #corruption #government #DARETOTHI…",0,84,True,Negative
29,29,1361671353351499780,laurenkaine,,,2013-06-04 15:30:28,477,2021-02-16 13:38:43,"RT @KinnonJohn1: Is it still a ""conspiracy theory"" even when it's on the government website?
#GreatReset #corruption #government #DARETOTHI…",0,84,True,Negative
30,30,1361654772756021257,SunshineTheGrey,"Nebraska, USA,","SHOW ME WHAT YOU GOT!   THIS IS MY OPINION! 
 Don't like FREE SPEECH?  
...there is a BLOCK BUTTON, ASSHAT!",2009-05-23 02:16:48,3484,2021-02-16 12:32:50,#BadScience #NONUKES #ScumVillainsSelfSavingSystem #DarkWinter #Nuclearwaste WHAT IS #FUKUSHIMA #energypoverty… https://t.co/6zdisHwCG0,0,0,False,Negative
31,31,1361653308209913858,ReasonableGuy10,,"I am reasonable, RT≠Endorse, Like = Bookmark",2020-09-29 13:08:50,4,2021-02-16 12:27:01,"RT @KinnonJohn1: Is it still a ""conspiracy theory"" even when it's on the government website?
#GreatReset #corruption #government #DARETOTHI…",0,84,True,Negative
32,32,1361652574450036739,Mike_W_Ellwood,Oxfordshire,"Contrarian, sceptic, Keynsian++, supports MMT #MMT #RLB2020 #RLB4Leader #Richard4Deputy #Bernie2020",2009-12-31 18:04:32,71,2021-02-16 12:24:06,"RT @KinnonJohn1: Is it still a ""conspiracy theory"" even when it's on the government website?
#GreatReset #corruption #government #DARETOTHI…",0,84,True,Negative
33,33,1361643546781040640,curley05786065,"England, United Kingdom",,2018-07-09 12:11:52,233,2021-02-16 11:48:14,"RT @KTW_2020: This is what the #bbc isn’t showing you. 

It is the reality of #lockdown for a lot of people. 

We didn’t chose to be in thi…",0,2,True,Negative
34,34,1361642838790914050,KTW_2020,United Kingdom,Always reading 📚 Truth seeker 🌍 Soul searcher✨ Q 🇬🇧 Wannabe writer 👩🏻‍💻 We’re all here for a reason 🕸,2020-01-24 09:00:05,1266,2021-02-16 11:45:25,"This is what the #bbc isn’t showing you. 

It is the reality of #lockdown for a lot of people. 

We didn’t chose to… https://t.co/pNgSXwnyAb",1,2,True,Negative
35,35,1361629380095733760,CarolineTWilli2,"United States, FL","Lyrian/Andromedan #FreeWill #NaturalLaw #DoNoHarm, Patriot🇺🇸, IAmASouvereignLivingSoul, #IWillNeverComply #IDoNotConsent to GF/OWO/NWO Evil Trickery!My views.",2017-02-02 12:15:13,475,2021-02-16 10:51:56,"https://t.co/u1V3Vt1oKc
#IDoNotConsent to a psychopath’s vision!
#IWillNeberComply",0,0,False,Negative
36,36,1361622621054521345,KinnonJohn1,Glasgow ,,2011-11-20 17:11:35,131,2021-02-16 10:25:05,Blocking everyone wont stop what is coming piers. You're a dirty rotten scumbag and your time will come when you an… https://t.co/MHQThTblSm,1,0,False,Negative
37,37,1361619045724745728,Quah_164,"Kuala Lumpur City, Kuala Lumpu","Re-starting. It just came to me earlier 'Hey I should create a Twitter account today.' I'm here to talk to myself if nobody else does. So, hello everyone!",2021-02-15 17:48:19,2,2021-02-16 10:10:52,Do you lean towards in support of the vaccine or no to vaccine? #vaccine #novaccine #COVIDVaccine,0,0,False,Negative
38,38,1361618995502190596,MrSolitaire2,,,2021-01-23 03:29:59,123,2021-02-16 10:10:40,RT @JamesKloscak: @j0nhyde No I’m not taking the COVID vaccine now or ever.#NoVaccine,0,1,True,Negative
39,39,1361617360097075202,tronderman,,,2018-09-14 13:49:47,120,2021-02-16 10:04:10,"RT @KinnonJohn1: Is it still a ""conspiracy theory"" even when it's on the government website?
#GreatReset #corruption #government #DARETOTHI…",0,84,True,Negative
40,40,1361612762120654848,CensoredKennedy,California Communist Party,PEACE IS THE GREATEST FORM OF WAR,2020-10-25 23:07:24,44,2021-02-16 09:45:54,"RT @KinnonJohn1: Is it still a ""conspiracy theory"" even when it's on the government website?
#GreatReset #corruption #government #DARETOTHI…",0,84,True,Negative
41,41,1361609760559218691,claudia_kady,London,"Freelance designer, sociologist, philosopher and agorist.
Anti-government, Anti-Pharma.
Remember that Silence = Agreement",2009-04-30 08:29:35,404,2021-02-16 09:33:59,"RT @KinnonJohn1: Is it still a ""conspiracy theory"" even when it's on the government website?
#GreatReset #corruption #government #DARETOTHI…",0,84,True,Negative
42,42,1361598816789667842,unclebuckQPR,W12 to Southport ,"Joiner/General Builder
Purveyor of waffle
Donated blood 79 times (so far)
#QPR supporter
https://t.co/XTKgjosxa2",2015-01-08 12:24:45,1073,2021-02-16 08:50:29,"@jimmymilner78 Too good not to share 👊🏻

#IDoNotConsent https://t.co/puGOtH5kgh",1,0,False,Negative
43,43,1361595313643917314,silverstacker00,N.T ,"Aussie dad, red pilled patriot, silver stacker and mad keen fisherman.",2012-02-22 13:47:30,161,2021-02-16 08:36:34,"Just a reminder, that the lesser of 2 evils, is still evil! #IDoNotConsent https://t.co/RkQv7Tkeqz",1,1,True,Negative
44,44,1361594935787614209,JurjenRolf,"Den Haag, Nederland",,2019-01-19 09:47:35,129,2021-02-16 08:35:04,"RT @KinnonJohn1: Is it still a ""conspiracy theory"" even when it's on the government website?
#GreatReset #corruption #government #DARETOTHI…",0,84,True,Negative
45,45,1361593721968603138,LewtonSerena5,Great  Britain ,,2015-10-08 12:05:49,4772,2021-02-16 08:30:15,"RT @afaldridge: I despair that so many of my own generation (older) are so brainwashed and compliant.
I despair that I am still the only pe…",0,3,True,Negative
46,46,1361586139937853441,Setpieceuk,Hurley,"Love n Light... 💣the establishment of liars ... elect me ... to make the perfect balance in life for all with visibility, respect, logic and benefits 🙏🕺 🏖",2015-11-14 19:52:32,116,2021-02-16 08:00:07,"RT @afaldridge: I despair that so many of my own generation (older) are so brainwashed and compliant.
I despair that I am still the only pe…",0,3,True,Negative
47,47,1361580347696242688,Margo87834000,,,2020-11-08 18:24:49,82,2021-02-16 07:37:06,"RT @KinnonJohn1: Is it still a ""conspiracy theory"" even when it's on the government website?
#GreatReset #corruption #government #DARETOTHI…",0,84,True,Negative
48,48,1361580002509217793,realhjmatthee,,Seeker of the truth,2020-12-17 10:32:19,119,2021-02-16 07:35:44,"RT @MeIAmBen2: I’m at the point where I don’t care who doesn’t speak to me in my personal life because of my views, I won’t back down or be…",0,6,True,Negative
49,49,1361579599415701505,KbfGuy,,Watch https://t.co/gnDkYUxlec News. UKDissident Academic interested in righting epistemic injustices & preserving sovereign rights. Red🩸pilled. Views are my own.,2020-04-05 07:46:06,482,2021-02-16 07:34:08,"RT @KinnonJohn1: Is it still a ""conspiracy theory"" even when it's on the government website?
#GreatReset #corruption #government #DARETOTHI…",0,84,True,Negative
50,50,1361578776950366208,Linda36758099,West Country,"Shares, adore travel, surfing, winter sports. PA, Author, Metabolic Advisor, Reiki Healer. Views are my own, be caring. We will win this farce! Keep fighting!!",2018-08-07 17:21:37,3704,2021-02-16 07:30:51,"RT @afaldridge: I despair that so many of my own generation (older) are so brainwashed and compliant.
I despair that I am still the only pe…",0,3,True,Negative
51,51,1361575234588069893,afaldridge,"Harlow, England","I voted to Leave the EU. I follow back. On #Parler #Gab #Telegram #VK #Briar  #Threema #KBF #EndLockdown #JustSayNo
Pray for me, only. 95.65% survived rate!",2011-06-11 06:58:43,703,2021-02-16 07:16:47,"I despair that so many of my own generation (older) are so brainwashed and compliant.
I despair that I am still the… https://t.co/Te7cYS4y7z",22,3,True,Negative
52,52,1361566311814488064,patriotengland1,🌍,"it's ok to be offended.

🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿

I'm dyslexic, please be nice",2020-06-19 05:00:53,1018,2021-02-16 06:41:20,"RT @KinnonJohn1: Is it still a ""conspiracy theory"" even when it's on the government website?
#GreatReset #corruption #government #DARETOTHI…",0,84,True,Negative
53,53,1361557012753113088,Speech1A,,,2009-04-12 01:18:13,3138,2021-02-16 06:04:23,"RT @MeIAmBen2: I’m at the point where I don’t care who doesn’t speak to me in my personal life because of my views, I won’t back down or be…",0,6,True,Negative
54,54,1361556734725271553,BusterChunky,,,2020-06-03 20:29:24,843,2021-02-16 06:03:16,"RT @MeIAmBen2: I’m at the point where I don’t care who doesn’t speak to me in my personal life because of my views, I won’t back down or be…",0,6,True,Negative
55,55,1361555991012196353,Hawx31,Flat Earth,IN PURSUIT OF The TRUTH ....#TILLIDIE The great Awakening,2015-01-28 19:33:03,230,2021-02-16 06:00:19,"RT @Cagsil: Now would be extremely helpful to the rest of us. Just to let you know. No pressure, but a decision will come soon.

#Resist Ty…",0,4,True,Negative
56,56,1361553225003003905,MeIAmBen2,,"#NoNewNormal #IDoNotConsent 4th time lucky, starting from the beginning.....again! lost all my fabulous followers",2021-02-08 19:51:22,281,2021-02-16 05:49:19,"How have I gone from knowing myself and my beliefs to being politically homeless within a year, I have always been… https://t.co/LCaZPYT4h7",0,0,False,Negative
57,57,1361510661365264384,kicknrip,Underworld,Nope,2020-10-01 05:38:40,98,2021-02-16 03:00:11,"RT @KinnonJohn1: Is it still a ""conspiracy theory"" even when it's on the government website?
#GreatReset #corruption #government #DARETOTHI…",0,84,True,Negative
58,58,1361505809167839232,wavetossed,"Vancouver, BC",An EU citizen who recognizes propaganda and thinks before believing anything,2011-02-24 18:35:34,4849,2021-02-16 02:40:55,RT @sandrala46: @fordnation @celliottability @CPHO_Canada #IDoNotConsent @CTVNews @CBCAlerts @CBCTheNational @CHCHNews @RebelNewsOnline @Tr…,0,1,True,Negative
59,59,1361493095456514050,deegbee,Victoria Australia,,2011-11-10 08:43:28,8,2021-02-16 01:50:23,"RT @KinnonJohn1: Is it still a ""conspiracy theory"" even when it's on the government website?
#GreatReset #corruption #government #DARETOTHI…",0,84,True,Negative
60,60,1361486976801734657,annabella_daisy,south by the sea,,2012-02-28 16:28:35,338,2021-02-16 01:26:05,"RT @KinnonJohn1: Is it still a ""conspiracy theory"" even when it's on the government website?
#GreatReset #corruption #government #DARETOTHI…",0,84,True,Negative
61,61,1361482129339609091,Wolfhou81747949,Canada,,2019-11-11 18:18:31,251,2021-02-16 01:06:49,"RT @KinnonJohn1: Is it still a ""conspiracy theory"" even when it's on the government website?
#GreatReset #corruption #government #DARETOTHI…",0,84,True,Negative
62,62,1361478612466171905,HeavenIsnye,Heavens petry dish,Here to share and seek new info to help humanity not all retweets= endorsements,2020-08-19 16:13:58,408,2021-02-16 00:52:50,"RT @KinnonJohn1: Is it still a ""conspiracy theory"" even when it's on the government website?
#GreatReset #corruption #government #DARETOTHI…",0,84,True,Negative
63,63,1361478321431797760,john31569,,,2012-11-13 00:43:03,1348,2021-02-16 00:51:41,"RT @KinnonJohn1: Is it still a ""conspiracy theory"" even when it's on the government website?
#GreatReset #corruption #government #DARETOTHI…",0,84,True,Negative
64,64,1361476157011423234,shannonjachetta,"California, USA",Truth is Beauty.  #healthfreedom #organic #AlternativeMedicine,2014-06-29 22:11:32,452,2021-02-16 00:43:05,"@Dare2BWell @alameda Experimental, Non-Liable Vaccine drugs do NOT Equal #Immunity!  This virus is 99,9% curable! M… https://t.co/95ZjSr5TVb",0,0,False,Negative
65,65,1361973999081824256,hounslowrotary,Hounslow,"Small but perfectly-formed diverse Rotary Club serving its community in Hounslow, UK and worldwide.  If you want to give something back then contact us!",2018-05-23 12:23:59,405,2021-02-17 09:41:20,RT @SecEd_Education: In a bid to tackle #vaccine scepticism &amp; #antivax misinformation among young people – much of which is spread via soci…,0,3,True,Negative
66,66,1361972130653474817,barisanhantu,,"Neurodiversity Advocate.

ADHD, self dx autistic #DREADpirate 

Chinese Singaporean, 29. Non-binary. (They/Them)",2020-01-30 09:53:18,5774,2021-02-17 09:33:54,"Autistic Tiger Attention Deficit Hyperactive Dragon

cw: antivaxx rhetoric https://t.co/VJPuUyY7aq",1,0,False,Negative
67,67,1361969011660054528,Lesleykmakeup,IRELAND ,"Makeup-artist,  doggie lover ,based in Ireland follow me on Instagram @lesleykeanemac for makeuptutorials",2009-08-13 15:25:47,4703,2021-02-17 09:21:31,"@KateCox59582715 @SeabrookSeax @SkyNews If you are so proud of your damaging #antivax stance kate, why are you hidi… https://t.co/n93Fqpq0YN",0,0,False,Negative
68,68,1361966737147715585,AdamBanksUK,UK,No DMS please unless I know you personally.,2013-08-10 06:30:49,945,2021-02-17 09:12:28,"RT @Prfect_Symmetry: @AdamBanksUK ""There is an industry on antivaxx"" so please ask this sold off bitch, where do antivaxx profit, since the…",0,0,False,Negative
69,69,1361965102765805570,lii1O96,,🎨,2013-05-20 07:06:58,142,2021-02-17 09:05:59,"If you think you're stupid, go read antivaxx post/comment. Nescaya anda akan rasa lebih bijak.",0,0,False,Negative
70,70,1361962492251971584,Aryna17Anje,"Kuala Lumpur, Malaysia ","CHERAS, KL 

🐥 #IGOT7 💕",2012-02-08 16:48:37,438,2021-02-17 08:55:36,Blacklist antivaxx to receive vaccine https://t.co/ixnhc1OcZt,1,0,False,Negative
71,71,1361960769487704065,GOPnot4me,"San Diego County, CA.","Pastafarian Bishop of San Diego.
SBUH (Sauce Be Upon Him)
#HeBoiledForYourSins
#Veteran #DAV #Padres #Huskers #ECV 
Credo Qui Absurdum
Lifelong Dem. #FDR #HST",2011-11-29 04:48:50,1614,2021-02-17 08:48:46,"Who said it?

#Antivaxxers 
#AntiMaskers 
#Qultists 
#ClimateDeniers 
#Flatearthers &amp; 
#Karens https://t.co/G23xGyw7Xi",0,0,False,Negative
72,72,1361957107830906880,moragwood73,South Australia,"Tweets posted or shared are not related to my employer or any othr connections. All lives matter, Nurses are great! Not everything shared I agree with either!🤔",2014-08-09 08:15:18,113,2021-02-17 08:34:13,@newscomauHQ At last #antivaxxers,0,0,False,Negative
73,73,1361955179952803841,MarkGrayatMdx,England,"Knowledge transfer specialist, deaf, liberal, art collector, economist. Art: https://t.co/2tsIlHuYrj Work: https://t.co/urUdf6hIjo. Views are mine.",2019-04-01 09:10:44,526,2021-02-17 08:26:33,Brilliant on the juvenile delusion of the #antivaxxers 👇 https://t.co/yWLQAwlXuf,0,0,False,Negative
74,74,1361954443479162882,BrendaGunning,"South Yorkshire, UK ","https://t.co/NL11Y7XFGF https://t.co/gLvdgv17V3 Thinking and writing about things. Retweets mostly  endorsements, or at least worth discussing further.",2010-04-25 09:28:04,361,2021-02-17 08:23:37,@JSamotash @SandraWeeden The terms #Antivaxers #VaccineSceptics #ConspiracyTheorists #CovidDeniers and so on need t… https://t.co/8DerFq8A2G,1,0,False,Negative
75,75,1361952362231779329,nur911207,rembau-masjid tanah,"we are not the same,
only one of me. football and bit of kpop/kdrama.. biotech graduate

#nogorian",2011-06-10 17:51:03,804,2021-02-17 08:15:21,I need a special vaccine for stupid people.. Esp antivaxx https://t.co/jtrkhfBXcT,0,0,False,Negative
76,76,1361952253079416833,LadyJLondon,London ,,2016-03-03 14:06:24,193,2021-02-17 08:14:55,@Zumgumza @MayorofLondon Where’s the evidence vaccines have killed people.. 🤔 #FakeNews #antivaxxers 😡😡This BS is costing  lives..,0,0,False,Negative
77,77,1361950954959036416,CookeLouise,A Hostile Environment ,"born in Bedford Falls, living in Pottersville. Anti-fascist and really pedantic.",2011-04-19 20:19:21,450,2021-02-17 08:09:46,RT @Redpeter99: One of my most vivid memories of primary school is when a lad disappeared inexplicably for weeks. It turned out he'd caught…,0,10,True,Negative
78,78,1361949950444199938,Neverfadingwood,"Kraków, Poland ",International Marmite smuggler. Monument of Cool. Pogromca marchewek. 🥕🥕🥕❌ Carrot Slayer. Ignorant Pillock. Sex Weasel. Owned by Marmite 😸 he/him,2015-03-28 13:45:38,599,2021-02-17 08:05:46,"Oh gods, my first piece of proofreading today is some antivaxx bullshit. I have serious qualms about working on this.",0,0,False,Negative
79,79,1361948779512012801,FHDR,ℝ𝕖C😷ℕ𝔽iℕÉ,𝕨Ø𝕠𝕗 ! 𝕋v  ℤ𝕒𝕡𝕡𝕖𝕦𝕣 ℕ𝕖𝕨𝕤 ℍ𝕦𝕞𝕠𝕦𝕣 (Incompris Souvent),2009-01-19 02:12:30,7244,2021-02-17 08:01:07,@V_Depecker wØof ‼  t'es #antiVaxx ?,0,0,False,Negative
80,80,1361948166980063236,banterbear,Katmandon't,"Currently upgrading.
Parler: @BigTimeMunchies",2009-09-12 02:10:26,2492,2021-02-17 07:58:41,"RT @ColleenHuberNMD: It interests me that the battle below happened at a Trader Joe's.

My red pill moment in the #CovidHoax was about a ye…",0,12,True,Negative
81,81,1361946597668577280,JaanaNystrom,Finland,"Apolitical, hates backstabbing, sometimes provokes for response. Grumpy old woman. 🙄

Golf enthusiast. Entrepreneur.
Love photography, food, scuba, travel.",2010-11-15 15:16:06,4787,2021-02-17 07:52:27,@MKartesalo @JonnaD BULLSHIT! #LiesLiesLies #FakeNews #AntiVaxxers #Idiots,0,0,False,Negative
82,82,1361944741651378177,PulpWriterUK,"London, England",I built '101 Pulp Crime for Absolute Beginners' to help people like you. Pulp fiction is fast-written crime. Sheer entertainment. Paul tweets.,2020-10-01 07:29:50,103,2021-02-17 07:45:04,"I know #antivax is a big topic at the moment over on Facebook. So why don't #Twitter have ""anti-vax propaganda"" as… https://t.co/Wo1L6zmomr",0,0,False,Negative
83,83,1361940210880249858,blues_lives,"Manchester , England","💥Trump supporter since he ran 💥
Father of one son and three cats. 🚴‍♂️
animal lover . Brexiteer .
🇬🇧🇺🇸 .Followed by @LLinwood .
Here till the end .",2020-01-19 21:15:41,1734,2021-02-17 07:27:04,"@BudderRed @YouTube He basically said what we know , kids are safe and this ia a #covidhoax.",1,0,False,Negative
84,84,1361939703772155906,horse_rocky,"Laois, Ireland",,2018-10-10 20:56:00,5,2021-02-17 07:25:03,@Britney87814886 People campaigning for freebritney are akin to antivaxx. They have so little medical knowledge and… https://t.co/fkvoqz5xKb,0,0,False,Negative
85,85,1361937112669577222,Covid66821073,,Trying to wake up the masses to the Covid hoax,2021-02-09 21:08:38,13,2021-02-17 07:14:45,@drdrew Or..... they’ve shoved everything they can into the #covidhoax numbers,0,0,False,Negative
86,86,1361935683326197765,suecramptonhill,,"Feminist,historian and author. Tweets mine",2013-05-19 07:38:27,898,2021-02-17 07:09:05,"https://t.co/ZQfKzJqsLP
Lessons from 3 centuries of anti vaccine protests. So who says #History isn't significant,… https://t.co/eX2aHFmAxz",0,0,False,Negative
